idProduct,idCategory,avg,low,trend,avg1,avg7,avg30
650240,1611,,0.19,0.29,0.4,0.51,0.83
650241,1611,0.71,1.0,0.83,0.71,1.1,1.23
650242,1611,0.5,0.5,1.07,0.5,1.05,0.9
650243,1611,1.35,0.08,1.01,1.35,0.98,0.91
650244,1611,0.4,0.35,0.8,0.4,1.21,0.76
650245,1611,0.8,0.02,0.52,0.8,0.8,0.63
650246,1611,0.4,0.1,0.02,0.4,0.38,0.67
650247,1611,,0.28,0.22,0.79,0.85,3.1
650248,1611,1.56,0.4,1.06,2.0,0.91,0.46
650249,1611,0.2,0.09,0.12,0.3,0.24,0.6
650250,1611,,0.02,0.06,0.02,0.27,0.4
650251,1611,0.33,0.3,0.35,0.33,0.57,0.99
650252,1611,0.11,0.05,0.1,0.05,0.11,0.23
650253,1611,0.05,0.05,0.05,0.05,0.12,0.24
650254,1611,0.2,0.15,0.28,0.2,0.3,0.3
650255,1611,3.98,2.0,2.59,3.98,3.49,6.78
650256,1611,18.49,16.0,18.7,17.99,18.21,15.44
650257,1611,5.0,4.0,4.66,5.0,4.88,2.5
650258,1611,0.08,0.09,0.19,0.08,0.2,0.29
650259,1611,3.94,3.5,4.74,5.75,4.22,6.0
650260,1611,3.39,3.0,2.99,5.0,3.47,4.23
650261,1611,2.0,3.5,2.94,2.0,3.83,4.6
650262,1611,2.75,3.0,3.76,3.98,3.25,4.05
650263,1611,7.78,7.95,7.19,8.0,7.74,6.54
650264,1611,9.66,4.99,7.95,7.99,7.72,7.03
650265,1611,0.16,0.02,0.24,0.15,0.14,0.23
650266,1611,0.15,0.02,0.36,0.15,0.29,0.22
650267,1611,0.16,0.02,0.23,0.18,0.26,0.25
650268,1611,0.2,0.02,0.21,0.25,0.2,0.23
650269,1611,0.2,0.02,0.15,0.5,0.15,0.22
650270,1611,0.52,0.05,0.18,0.98,0.23,0.24
650271,1611,0.14,0.02,0.16,0.2,0.12,0.18
650272,1611,0.09,0.02,0.15,0.03,0.16,0.15
650273,1611,0.33,0.02,0.37,0.25,0.5,0.25
650274,1611,0.5,0.02,0.39,0.05,0.28,0.27
650275,1611,0.39,0.02,0.38,0.02,0.29,0.18
650276,1611,3.29,2.95,3.03,6.98,4.14,4.38
650277,1611,0.28,0.15,0.36,0.65,0.3,0.47
650278,1611,0.25,0.05,0.27,0.24,0.22,0.34
650279,1611,0.37,0.1,0.37,0.15,0.36,0.42
650280,1611,0.23,0.05,0.35,0.08,0.41,0.4
650281,1611,0.7,0.05,0.39,0.5,0.38,0.26
650282,1611,0.33,0.05,0.32,0.25,0.35,0.19
650283,1611,0.5,0.15,0.78,0.8,0.88,0.49
650284,1611,4.18,3.0,4.45,4.75,4.26,5.6
650285,1611,0.11,0.02,0.16,0.15,0.22,0.2
650286,1611,0.61,0.05,0.46,0.17,0.41,0.27
650287,1611,0.59,0.02,0.24,0.2,0.47,0.23
650288,1611,0.16,0.05,0.18,0.17,0.15,0.14
650289,1611,0.28,0.05,0.35,0.43,0.34,0.24
650290,1611,0.74,0.3,0.67,0.5,0.72,0.65
650291,1611,0.35,0.1,0.49,1.0,0.49,0.47
650292,1611,1.39,0.35,1.02,0.65,1.39,1.06
650293,1611,1.15,0.45,1.14,0.5,1.01,0.91
650294,1611,0.28,0.05,0.41,0.27,0.45,0.32
650295,1611,0.34,0.05,0.27,0.23,0.32,0.32
650296,1611,1.49,0.94,0.69,1.2,1.54,3.32
650297,1611,0.73,0.05,0.43,1.0,0.52,0.4
650298,1611,0.53,0.5,0.96,0.05,1.0,0.9
650299,1611,2.9,1.49,2.6,2.9,2.39,2.28
650300,1611,1.08,0.1,1.13,0.1,0.69,0.74
650301,1611,0.11,0.03,0.08,0.04,0.12,0.17
650302,1611,0.22,0.05,0.2,0.1,0.18,0.25
650303,1611,8.49,6.5,5.16,6.9,7.75,19.09
650304,1611,,500.0,,,,
650305,1611,6.97,2.8,8.64,9.99,5.03,7.35
650306,1611,24.2,20.0,20.23,24.2,25.73,32.62
650307,1611,70.0,75.0,70.41,70.0,76.97,83.04
650308,1611,,1000.0,1050.0,1050.0,1050.0,1050.0
650309,1611,1.73,1.5,0.88,1.45,1.95,4.27
650310,1611,0.95,1.0,1.59,0.95,1.91,2.52
650311,1611,,5.75,5.97,8.69,6.85,5.88
650312,1611,2.96,2.95,1.77,2.96,3.77,6.85
650313,1611,4.0,4.5,4.71,4.0,7.68,20.75
650314,1611,2.3,1.75,1.61,3.0,2.21,3.42
650315,1611,2.63,2.95,3.22,2.0,3.5,5.05
650316,1611,1.57,1.45,1.47,1.5,1.62,2.03
650317,1611,,5.87,5.87,7.99,8.32,9.72
650318,1611,11.0,14.5,13.11,12.0,15.25,17.02
650319,1611,0.95,1.0,1.18,0.95,1.56,2.0
650320,1611,0.4,0.45,0.29,1.0,0.43,1.3
650321,1611,15.84,14.0,17.03,15.84,16.1,15.09
650322,1611,1.75,1.5,0.96,1.75,1.53,2.64
650323,1611,0.6,0.6,0.57,2.0,1.08,1.92
650324,1611,4.4,3.95,7.95,4.4,7.65,5.01
650325,1611,1.95,1.99,1.1,1.95,1.7,2.06
650326,1611,2.45,0.5,1.62,2.45,1.94,2.65
650327,1611,1.0,0.5,0.93,1.0,1.67,4.88
650328,1611,1.09,0.99,1.21,1.09,1.77,4.14
650329,1611,3.45,3.0,2.95,2.0,3.19,4.91
650330,1611,2.8,1.29,1.58,2.99,2.79,4.34
650331,1611,1.0,0.49,0.77,1.0,1.01,0.89
650332,1611,0.99,0.9,1.42,0.95,1.41,1.29
650333,1611,3.49,3.0,4.6,3.49,4.36,4.64
650334,1611,9.99,3.5,12.67,9.99,9.73,3.78
650335,1611,2.49,0.39,1.57,1.0,2.09,1.05
650336,1611,6.99,6.5,5.27,6.99,6.27,7.93
650337,1611,2.88,1.85,2.22,2.75,3.57,10.11
650338,1611,3.77,3.0,2.67,4.38,3.09,7.37
650339,1611,3.0,2.0,1.82,3.0,3.7,6.4
650340,1611,2.42,2.0,3.08,2.42,3.01,5.33
650341,1611,1.09,1.0,1.45,1.09,2.05,1.82
650342,1611,3.08,1.5,2.59,3.96,3.01,4.74
650343,1611,2.75,2.49,2.76,2.75,3.79,5.83
650344,1611,1.2,0.99,1.44,1.2,1.49,2.02
650345,1611,0.67,0.49,0.82,0.98,0.95,1.08
650346,1611,0.29,0.19,0.4,0.37,0.37,0.41
650347,1611,2.6,0.99,2.15,1.0,1.76,2.41
650348,1611,0.05,0.09,0.32,0.35,0.32,0.44
650349,1611,0.2,0.2,0.41,0.2,0.53,0.59
650350,1611,0.77,0.29,0.68,0.5,0.68,1.21
650351,1611,0.51,0.23,0.5,0.28,0.47,0.92
650352,1611,2.99,1.9,2.13,2.99,2.22,2.72
650353,1611,1.65,0.87,1.12,1.65,1.37,1.42
650354,1611,6.95,5.94,10.65,6.95,11.08,11.16
650355,1611,1.29,0.99,1.39,1.29,1.39,2.11
650356,1611,1.1,0.68,0.86,0.75,1.11,1.49
650357,1611,1.95,1.49,1.22,1.46,2.06,3.4
650358,1611,3.0,1.32,1.38,3.0,2.02,3.81
650359,1611,2.2,2.0,2.26,2.2,2.79,3.2
650360,1611,2.0,1.8,1.45,2.0,2.07,2.52
650361,1611,0.98,0.98,1.35,1.08,1.37,2.44
650362,1611,1.08,0.98,2.42,1.08,1.56,3.26
650363,1611,1.65,1.5,0.33,1.65,1.57,7.08
650364,1611,1.5,1.75,1.75,1.54,2.86,3.52
650365,1611,21.35,24.98,16.38,17.7,16.95,18.19
650366,1611,24.99,13.9,11.23,24.99,15.44,15.44
650367,1611,5.0,6.98,8.97,10.0,7.08,7.08
650368,1611,44.0,8.0,0.02,44.0,16.71,34.66
650369,1611,9.98,5.0,8.13,9.95,13.35,13.35
650370,1611,13.0,5.0,11.66,13.0,18.85,18.85
650371,1611,,500.0,,,,
650372,1611,,500.0,,,,
650373,1611,,600.0,,,,
650374,1611,1000.0,500.0,1000.0,1000.0,1000.0,1000.0
650375,1611,,500.0,,,,
650376,1611,,600.0,,,,
650377,1611,7.41,4.0,7.1,7.95,6.44,7.22
650378,1611,15.0,19.62,14.12,15.0,21.8,24.84
650379,1611,,499.0,,500.0,500.0,500.0
650380,1611,100.0,69.0,99.32,100.0,55.0,55.0
650381,1611,50.0,59.0,50.04,50.0,40.0,40.0
650382,1611,50.0,64.0,50.0,50.0,50.0,50.0
650383,1611,,65.0,140.91,140.0,115.0,115.0
650384,1611,,90.0,240.77,200.0,162.5,162.5
650385,1611,50.0,67.0,49.74,50.0,73.33,73.33
650386,1611,800.0,1000.0,808.31,800.0,1066.67,1066.67
650387,1611,,,20.0,20.0,20.0,20.0
650388,1611,,,,,,
650389,1611,,,,,,
650390,1611,2.3,1.0,2.15,1.65,1.97,2.09
650391,1611,,5.0,6.68,10.73,11.29,14.01
650392,1611,14.3,13.0,14.63,14.3,18.16,22.66
650393,1611,4.95,3.0,0.05,4.95,6.68,17.45
650394,1611,4.35,3.0,3.37,3.74,3.84,4.03
650395,1611,6.5,5.0,5.91,6.5,6.48,6.86
650396,1611,1.65,1.0,1.99,1.65,2.56,2.41
650397,1611,3.3,3.0,3.58,3.3,4.18,4.41
650398,1611,0.13,0.05,0.45,1.0,0.27,0.3
650399,1611,0.3,0.09,0.54,0.5,0.35,0.45
650400,1611,0.15,0.05,0.02,0.15,0.21,0.65
650401,1611,0.31,0.09,0.18,0.2,0.26,0.49
650402,1611,1.34,0.5,1.1,0.5,1.11,0.94
650403,1611,0.1,0.02,0.13,0.1,0.12,0.18
650404,1611,0.2,0.02,0.28,0.2,0.08,0.2
650405,1611,0.36,0.04,0.29,0.36,0.29,0.25
650406,1611,0.68,0.1,0.46,0.1,0.43,0.5
650408,1611,0.22,0.08,0.19,0.09,0.22,0.22
650409,1611,0.39,0.07,0.48,0.39,0.58,0.38
650410,1611,0.2,0.02,0.26,0.39,0.28,0.29
650411,1611,1.15,0.1,1.14,1.61,1.16,0.99
650412,1611,0.15,0.02,0.1,0.07,0.1,0.13
650413,1611,0.05,0.02,0.08,0.05,0.07,0.12
650414,1611,0.05,0.02,0.04,0.05,0.05,0.1
650415,1611,0.05,0.02,0.06,0.05,0.08,0.12
650416,1611,0.1,0.1,0.31,0.1,0.36,0.73
650417,1611,0.13,0.02,0.09,0.04,0.1,0.15
650418,1611,0.08,0.02,0.02,0.03,0.09,0.19
650419,1611,0.08,0.02,0.13,0.1,0.13,0.29
650420,1611,0.45,0.1,0.42,0.2,0.47,0.44
650421,1611,0.3,0.1,0.72,0.3,0.67,0.55
650422,1611,0.51,0.1,0.44,0.1,0.47,0.55
650423,1611,,0.1,0.29,0.3,0.29,0.5
650424,1611,0.13,0.05,0.09,0.2,0.11,0.17
650425,1611,0.09,0.05,0.15,0.1,0.15,0.14
650426,1611,0.2,0.02,0.14,0.2,0.22,0.17
650427,1611,0.3,0.02,0.14,0.3,0.19,0.17
650428,1611,134.0,100.0,132.2,134.0,165.71,166.47
650429,1611,,1200.0,1113.55,1200.0,862.5,862.5
650430,1611,,0.95,1.26,1.1,1.21,1.69
650431,1611,1.41,0.75,1.03,1.0,1.13,1.14
650432,1611,1.98,1.85,2.04,1.98,2.01,2.07
650433,1611,,1.15,2.2,2.99,2.15,1.56
650434,1611,1.15,0.5,1.22,1.15,1.13,1.44
650435,1611,6.49,6.0,8.0,6.82,6.67,5.76
650436,1611,1.65,0.99,2.16,1.65,2.63,2.79
650437,1611,2.29,2.0,2.34,2.39,2.24,2.41
650438,1611,0.66,0.45,0.87,0.54,1.25,1.75
650439,1611,0.99,0.5,0.97,0.98,0.88,1.35
650440,1611,0.32,0.17,0.37,0.18,0.59,0.62
650441,1611,0.1,0.09,0.02,0.08,0.11,0.5
650442,1611,1.97,0.4,0.74,1.97,0.74,0.69
650444,1611,3.0,1.0,1.37,1.1,2.15,5.33
650445,1611,0.83,0.7,0.56,0.83,0.85,1.23
650446,1611,0.1,0.02,0.51,0.1,0.76,0.6
650447,1611,0.66,0.4,0.45,0.75,0.6,1.23
650732,1615,91.67,75.0,85.03,,,
650738,1615,,15.0,17.27,,,
650747,1615,6.5,5.0,15.81,,,
650748,1615,20.0,15.0,22.1,,,
650758,1612,2.83,2.0,4.49,,,
650759,1612,3.24,1.0,3.17,,,
650760,1612,1.76,1.49,1.97,,,
650761,1612,1.86,1.15,2.48,,,
650762,1612,2.19,1.5,3.1,,,
650763,1612,1.24,1.09,1.75,,,
650764,1612,1.71,0.87,1.72,,,
650765,1613,41.44,29.9,39.76,,,
650766,1613,44.1,42.9,44.75,,,
650767,1613,51.64,40.0,46.68,,,
650768,1613,39.67,18.9,38.95,,,
650769,1613,39.68,31.0,39.66,,,
650770,1613,78.92,70.0,72.77,,,
650771,1613,60.99,49.9,60.39,,,
650772,1615,23.0,22.5,24.37,,,
650773,1615,14.95,12.85,15.71,,,
650774,1614,8.76,5.0,9.66,,,
650775,1614,20.82,12.0,22.03,,,
650776,1614,7.06,5.0,6.47,,,
650777,1614,6.66,4.99,6.28,,,
650778,1614,9.5,5.0,9.67,,,
650779,1614,9.18,5.0,9.08,,,
650780,1614,8.6,4.5,8.62,,,
650781,1614,9.5,5.0,9.8,,,
650782,1612,,,,,,
650783,1612,0.49,0.2,0.56,,,
650784,1612,2.99,3.49,3.59,,,
650785,1612,1.5,0.5,1.02,,,
650786,1612,0.64,0.5,0.69,,,
650787,1612,1.0,0.2,1.08,,,
650788,1612,,3.5,3.51,,,
650789,1612,0.77,0.48,0.65,,,
650790,1612,3.99,4.49,5.19,,,
650791,1612,1.49,1.35,0.74,,,
650792,1612,2.0,1.0,1.82,,,
650793,1612,0.75,0.99,0.8,,,
650794,1612,1.35,1.35,1.0,,,
650795,1612,2.0,1.95,2.01,,,
650796,1612,0.99,0.89,1.16,,,
650797,1612,3.57,1.95,2.93,,,
650798,1612,3.0,2.35,2.6,,,
650799,1612,2.0,1.8,2.2,,,
650800,1612,1.0,0.99,0.65,,,
650801,1612,1.0,0.99,0.33,,,
650802,1612,5.0,5.95,5.31,,,
650803,1612,,4.5,0.91,,,
650804,1612,2.1,1.85,0.38,,,
650805,1612,,179.99,46.08,,,
650811,1612,10.0,8.0,11.27,,,
650819,1612,2.99,1.0,2.6,,,
650820,1613,38.3,30.0,38.91,,,
650821,1614,10.54,7.0,10.21,,,
650822,1614,20.54,13.5,17.54,,,
650842,1611,4.8,2.5,3.82,4.8,3.84,4.42
650843,1611,4.5,3.5,4.31,5.0,4.92,5.4
650844,1611,0.99,0.5,1.05,0.99,1.45,1.62
650845,1611,3.95,3.99,4.33,4.39,4.79,6.53
650846,1611,9.0,8.5,10.3,9.0,9.54,21.89
650847,1611,49.0,48.0,59.08,49.0,55.7,57.62
650848,1611,,79.99,76.96,80.0,92.89,111.73
650849,1611,199.99,240.0,93.17,199.99,385.71,385.71
650850,1611,,2300.0,3520.8,3500.0,2335.0,2335.0
650851,1611,,3000.0,3250.0,3250.0,2325.0,2325.0
650852,1611,550.0,,550.0,550.0,550.0,550.0
650853,1611,,,,,,
650854,1611,,5500.0,,,,
650855,1611,,,,,,
650860,1611,22.74,15.0,24.05,22.74,25.05,14.3
650861,1612,1.49,0.39,1.49,,,
650878,1613,1000.0,1000.0,1899.95,,,
650879,1613,,999.98,,,,
650880,1613,,500.0,599.0,,,
650881,1613,,500.0,598.0,,,
650882,1613,,689.99,639.47,,,
650883,1613,449.0,419.95,420.13,,,
650884,1613,450.0,589.99,374.27,,,
650885,1613,,790.0,420.0,,,
651133,1612,3.24,1.45,1.96,,,
651134,1611,0.08,0.02,0.08,0.24,0.09,0.07
651239,1611,0.12,0.02,0.15,0.08,0.14,0.18
651240,1611,0.36,0.02,0.45,0.4,0.45,0.54
651241,1611,0.13,0.02,0.15,0.19,0.17,0.14
651242,1611,0.33,0.02,0.31,0.19,0.28,0.33
651243,1611,0.12,0.02,0.13,0.19,0.14,0.15
651244,1611,0.04,0.02,0.04,0.05,0.03,0.05
651245,1611,1.8,1.5,1.54,2.54,2.36,2.49
651246,1611,0.05,0.02,0.07,0.05,0.05,0.05
651247,1611,0.09,0.02,0.09,0.15,0.09,0.09
651304,1611,0.4,0.07,0.37,0.33,0.39,0.39
651305,1611,0.12,0.02,0.14,0.15,0.13,0.14
651352,1611,1.9,0.5,1.59,1.4,1.8,1.93
651398,1611,0.06,0.02,0.09,0.05,0.07,0.08
651399,1611,0.1,0.02,0.12,0.05,0.08,0.1
651400,1611,0.04,0.02,0.16,0.05,0.12,0.11
651401,1611,0.04,0.02,0.07,0.04,0.04,0.05
651681,1611,0.05,0.02,0.06,0.04,0.05,0.05
651682,1611,0.07,0.02,0.11,0.03,0.11,0.15
651683,1611,0.05,0.02,0.04,0.05,0.04,0.04
651732,1611,0.79,0.44,0.78,1.0,0.7,1.03
651733,1611,1.11,0.19,1.29,1.72,1.36,1.08
651734,1611,0.13,0.05,0.5,0.25,0.43,0.46
651900,1611,0.06,0.02,0.06,0.05,0.06,0.05
651901,1611,0.05,0.02,0.05,0.05,0.05,0.06
651902,1611,0.04,0.02,0.02,0.05,0.05,0.09
652308,1611,0.03,0.02,0.19,0.48,0.11,0.13
652309,1611,0.07,0.02,0.04,0.05,0.06,0.14
652310,1611,0.04,0.02,0.05,0.05,0.05,0.07
652311,1611,0.07,0.02,0.1,0.25,0.07,0.09
652312,1611,0.04,0.02,0.07,0.05,0.07,0.05
652313,1611,0.3,0.02,0.15,0.04,0.17,0.18
652314,1611,0.04,0.02,0.04,0.05,0.03,0.06
652315,1611,0.73,0.1,0.62,0.92,0.74,0.59
652316,1611,0.06,0.02,0.09,0.15,0.06,0.13
652317,1611,0.04,0.02,0.05,0.02,0.04,0.07
652318,1611,0.23,0.1,0.24,0.28,0.23,0.25
652319,1611,1.23,0.5,1.15,0.75,1.37,1.22
652320,1611,0.11,0.02,0.11,0.12,0.11,0.15
652321,1611,0.13,0.02,0.07,0.05,0.09,0.23
652322,1611,6.77,6.0,7.42,7.49,7.22,6.46
652323,1611,1.52,0.7,1.47,1.09,1.66,1.44
652324,1611,,27.0,33.5,35.0,38.28,39.99
652325,1611,83.33,100.0,96.64,90.0,145.61,153.49
652326,1611,,850.0,1171.42,1200.0,924.0,924.0
652480,1611,0.24,0.02,0.21,0.04,0.22,0.2
652481,1611,0.1,0.02,0.11,0.15,0.11,0.11
652571,1611,0.04,0.02,0.05,0.05,0.07,0.05
652572,1611,0.04,0.02,0.03,0.04,0.06,0.07
652573,1611,0.05,0.02,0.03,0.05,0.07,0.07
652581,1611,0.04,0.02,0.06,0.05,0.06,0.06
652582,1611,0.05,0.02,0.11,0.05,0.19,0.12
652583,1611,0.47,0.02,0.34,0.5,0.38,0.32
653194,1611,0.21,0.02,0.28,0.5,0.26,0.2
653195,1611,0.13,0.02,0.14,0.05,0.12,0.09
653196,1611,0.53,0.1,0.37,0.29,0.56,0.53
653197,1611,1.22,0.9,1.31,1.05,1.46,1.52
653198,1611,0.17,0.02,0.14,0.2,0.18,0.14
653199,1611,1.29,0.99,1.7,1.0,1.38,2.13
653200,1611,0.39,0.02,0.52,0.39,0.53,0.49
653201,1611,1.44,0.9,1.35,0.9,1.13,1.2
653202,1611,0.18,0.05,0.29,0.14,0.24,0.25
653203,1611,0.13,0.05,0.42,0.1,0.32,0.27
653204,1611,0.22,0.09,0.25,0.1,0.2,0.29
653205,1611,0.1,0.05,0.22,0.1,0.39,0.51
653206,1611,6.39,3.98,4.56,7.0,5.86,5.06
653207,1611,0.5,0.45,0.53,0.35,0.57,0.67
653208,1611,1.15,1.48,1.73,1.15,1.8,1.62
653209,1612,0.63,0.5,0.93,,,
653210,1612,2.0,1.0,3.0,,,
653211,1611,0.05,0.02,0.06,0.02,0.04,0.05
653212,1611,0.16,0.02,0.17,0.02,0.14,0.18
653213,1611,0.04,0.02,0.03,0.02,0.04,0.04
653214,1611,0.1,0.02,0.05,0.02,0.04,0.07
653215,1611,1.38,0.8,1.35,2.48,1.56,1.48
653216,1611,0.43,0.08,0.29,0.1,0.48,0.44
653217,1611,0.05,0.02,0.04,0.05,0.04,0.03
653218,1611,0.03,0.02,0.04,0.02,0.05,0.05
653219,1611,0.12,0.02,0.11,0.05,0.12,0.12
653220,1611,0.09,0.02,0.12,0.05,0.11,0.09
653221,1611,0.12,0.02,0.09,0.05,0.12,0.1
653222,1611,0.04,0.02,0.04,0.05,0.05,0.04
653223,1611,0.16,0.02,0.06,0.02,0.11,0.07
653224,1611,0.33,0.1,0.39,0.15,0.35,0.49
653225,1611,0.05,0.02,0.03,0.05,0.03,0.05
653226,1611,0.02,0.02,0.06,0.15,0.12,0.2
653227,1611,0.13,0.02,0.11,0.05,0.09,0.11
653228,1611,0.17,0.02,0.13,0.05,0.17,0.11
653229,1611,0.08,0.02,0.11,0.05,0.08,0.08
653230,1611,1.25,0.8,1.07,1.0,1.41,1.07
653231,1611,0.09,0.02,0.07,0.05,0.09,0.16
653232,1611,0.57,0.1,0.48,0.08,0.51,0.57
653233,1611,0.09,0.02,0.08,0.05,0.08,0.06
653234,1611,0.13,0.02,0.14,0.1,0.13,0.21
653235,1611,0.05,0.02,0.05,0.05,0.03,0.04
653236,1611,0.05,0.02,0.06,0.04,0.05,0.06
653237,1611,0.07,0.02,0.05,0.05,0.07,0.06
653238,1611,0.15,0.02,0.15,0.22,0.13,0.14
653239,1611,0.09,0.02,0.09,0.22,0.05,0.07
653240,1611,0.64,0.1,0.62,0.84,0.63,0.87
653241,1611,0.16,0.02,0.14,0.1,0.12,0.13
653242,1611,0.04,0.02,0.06,0.05,0.04,0.08
653243,1611,4.13,3.0,3.41,4.0,3.97,8.21
653244,1611,19.99,12.5,21.37,19.99,21.33,21.33
653245,1611,,199.99,,,,
653246,1611,100.0,,80.36,100.0,63.0,63.0
653247,1611,20.46,13.99,18.61,20.46,18.91,18.91
653248,1611,3.68,3.0,3.79,3.85,4.37,5.3
653249,1611,0.7,0.5,0.61,0.7,1.01,1.4
653250,1611,8.89,5.0,8.89,8.89,9.45,9.45
653251,1611,49.99,,49.99,49.99,49.99,49.99
653252,1611,49.99,,49.99,49.99,32.49,32.49
653253,1611,9.49,5.0,9.49,9.49,9.75,9.75
653254,1611,0.7,0.2,0.27,0.7,0.54,1.12
653255,1611,6.0,5.0,8.8,6.0,9.39,8.66
653256,1611,16.33,20.0,16.16,19.0,15.06,14.5
653257,1611,100.0,,88.93,100.0,66.33,66.33
653258,1611,55.0,100.0,55.0,55.0,47.5,47.5
653259,1611,,10.0,34.99,34.99,32.99,32.99
653260,1611,0.7,0.25,0.02,0.7,2.89,7.95
653261,1611,3.51,2.0,3.05,3.51,4.07,5.29
653262,1611,7.96,7.5,7.96,7.96,8.98,8.98
653263,1611,49.99,,49.99,49.99,49.99,49.99
653269,1612,,15.0,23.48,,,
653270,1612,,80.0,45.62,,,
653271,1612,550.0,800.0,550.0,,,
653272,1611,0.2,0.02,0.15,0.02,0.14,0.28
653273,1611,0.05,0.02,0.05,0.1,0.06,0.09
653274,1611,0.22,0.02,0.21,0.02,0.2,0.28
653275,1611,0.06,0.02,0.06,0.1,0.07,0.06
653276,1611,0.44,0.02,0.31,0.3,0.41,0.38
653277,1611,0.07,0.02,0.04,0.1,0.06,0.08
653462,1611,0.14,0.02,0.14,0.1,0.14,0.12
653463,1611,0.43,0.05,0.43,0.48,0.39,0.54
653464,1611,0.46,0.02,0.51,0.95,0.4,0.28
653465,1611,0.08,0.02,0.05,0.04,0.08,0.08
653504,1611,0.04,0.02,0.06,0.05,0.04,0.06
653584,1611,1.52,0.99,1.39,0.9,1.46,1.6
653585,1611,0.04,0.02,0.07,0.05,0.06,0.06
653586,1611,0.04,0.02,0.05,0.05,0.06,0.08
653587,1611,0.05,0.02,0.06,0.05,0.06,0.06
653588,1611,0.04,0.02,0.05,0.04,0.07,0.09
653589,1611,0.07,0.02,0.12,0.48,0.13,0.1
653590,1611,0.04,0.02,0.05,0.04,0.06,0.04
653591,1611,0.03,0.02,0.05,0.04,0.05,0.05
653592,1611,0.05,0.02,0.05,0.04,0.06,0.05
653593,1611,0.05,0.02,0.07,0.04,0.05,0.05
653594,1611,0.07,0.02,0.05,0.05,0.05,0.05
653595,1611,0.09,0.02,0.09,0.02,0.09,0.05
653596,1611,0.03,0.02,0.04,0.02,0.04,0.05
653597,1611,0.04,0.02,0.04,0.04,0.05,0.06
653598,1611,0.04,0.02,0.04,0.08,0.04,0.04
653599,1611,0.03,0.02,0.04,0.05,0.04,0.04
653600,1611,0.05,0.02,0.05,0.05,0.05,0.04
653601,1611,0.04,0.02,0.04,0.02,0.04,0.04
653603,1611,0.07,0.02,0.22,0.09,0.18,0.13
653604,1611,0.03,0.02,0.03,0.05,0.05,0.04
653605,1611,0.07,0.02,0.07,0.04,0.06,0.07
653606,1611,0.04,0.02,0.05,0.04,0.05,0.05
653607,1611,0.02,0.02,0.03,0.02,0.03,0.03
653608,1611,0.05,0.02,0.03,0.04,0.05,0.05
653609,1611,0.05,0.02,0.06,0.05,0.05,0.07
653610,1611,0.05,0.02,0.05,0.05,0.04,0.04
653611,1611,0.03,0.02,0.04,0.05,0.05,0.04
653612,1611,0.06,0.02,0.03,0.08,0.06,0.05
653613,1611,0.06,0.02,0.08,0.15,0.08,0.07
653614,1611,0.03,0.02,0.04,0.03,0.05,0.04
653615,1611,0.1,0.02,0.08,0.15,0.09,0.08
653616,1611,0.04,0.02,0.04,0.05,0.05,0.05
653617,1611,0.11,0.02,0.11,0.05,0.11,0.08
653618,1611,0.19,0.02,0.15,0.24,0.2,0.25
653619,1611,0.15,0.02,0.11,0.05,0.11,0.09
653620,1611,0.04,0.02,0.08,0.05,0.05,0.05
653621,1611,0.05,0.02,0.05,0.02,0.05,0.04
653622,1611,0.04,0.02,0.04,0.04,0.04,0.05
653623,1611,0.05,0.02,0.08,0.02,0.05,0.05
653624,1611,0.65,0.19,0.58,0.45,0.45,0.52
653625,1611,0.02,0.02,0.03,0.02,0.05,0.04
653626,1611,0.04,0.02,0.04,0.02,0.03,0.04
653627,1611,1.34,0.95,1.43,1.32,1.46,1.37
653628,1611,0.05,0.02,0.03,0.05,0.04,0.06
653629,1611,0.1,0.02,0.08,0.1,0.08,0.08
653630,1611,0.04,0.02,0.02,0.04,0.04,0.07
653631,1611,1.09,0.2,0.89,1.7,1.25,1.2
653632,1611,0.25,0.09,0.52,0.5,0.33,0.46
653633,1611,0.85,0.87,0.79,0.8,0.94,1.18
653634,1612,0.99,0.5,0.02,,,
653636,1611,0.23,0.09,0.33,0.35,0.28,0.42
653637,1611,0.25,0.05,0.22,0.35,0.24,0.36
653638,1611,0.99,0.9,1.14,1.66,1.25,1.34
653639,1611,0.35,0.05,0.23,0.44,0.28,0.3
653640,1611,3.7,1.2,3.89,6.98,4.07,2.88
653641,1611,0.5,0.05,0.51,0.5,0.48,0.72
653650,1611,3.58,3.0,3.86,3.0,3.48,3.73
653652,1611,3.1,3.5,3.87,3.4,4.58,5.82
653654,1611,5.3,4.9,4.97,5.0,4.94,5.2
653655,1611,2.4,1.3,1.88,2.49,1.8,1.83
653656,1611,3.29,3.4,3.39,3.29,3.3,3.87
653657,1611,2.75,2.0,2.35,2.5,2.72,3.6
653658,1611,20.0,21.95,19.62,20.0,20.04,21.66
653659,1611,6.0,6.4,5.55,5.0,9.03,13.12
653660,1611,2.2,1.5,2.25,2.49,2.04,2.05
653661,1611,4.8,3.0,3.98,4.8,5.03,4.52
653662,1611,3.0,2.95,5.01,3.0,5.33,6.41
653663,1611,3.8,5.0,4.8,3.8,5.86,6.08
653664,1611,20.47,15.0,21.46,22.0,20.42,17.23
653665,1611,12.36,9.99,11.92,8.0,11.47,12.97
653666,1611,7.02,4.5,6.21,5.0,5.96,6.11
653667,1611,16.18,10.0,14.79,17.35,16.22,16.2
